ALUNO;ANO;PEDRA;DESTAQUE_IPV;DESTAQUE_IDA;TURMA;ANOS_PM;REC_EQUIPE_4;REC_EQUIPE_2;SINALIZADOR_INGRESSANTE;DESTAQUE_IEG;REC_EQUIPE_3;NOTA_MAT;CF;REC_AVA_3;CT;INDICADO_BOLSA;IDADE_ALUNO;BOLSISTA;IPV;IAA;IAN;FASE_TURMA;IPP;DEFASAGEM;REC_EQUIPE_1;REC_AVA_4;INSTITUICAO_ENSINO_ALUNO;IDA;NOTA_PORT;NOTA_ING;IPS;ANO_INGRESSO;QTD_AVAL;IEG;PONTO_VIRADA;REC_AVA_2;NIVEL_IDEAL;INDE;CG;INDE_CONCEITO;FASE;REC_AVA_1
ALUNO-646;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-647;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;2;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;11;;7.722219999999999;8.500020000000001;5;1R;6.666666666666667;;;;Escola Pública;7.5;;;5;;;8.2;Não;;;7.201112666666667;;C;;
ALUNO-647;2021;Quartzo;;;R;;Não avaliado;Mantido na Fase atual;Veterano;;Mantido na Fase atual;;;;;;;;4.3;9.5;5.0;;7.3;-1.0;Mantido na Fase atual;;Escola Pública;0.0;;;5.0;;;1.7;Não;;Nível 3 (7o e 8o ano);3.868;;;2.0;
ALUNO-647;2022;Ametista;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;P;;;;;Destaque: A sua boa entrega das lições de casa.;;7.5;54.0;Mantido na Fase atual;5.0;Não;;Não;7.89;9.5;5.0;;6.67;;;;;6.92;6.33;nan;5.0;2018.0;3.0;8.95;Não;Promovido de Fase;Fase 3 (7º e 8º ano);7.37;373.0;;2.0;Promovido de Fase
ALUNO-648;2020;Ágata;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;1;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;12;;5.499993333333334;7.9166799999999995;10;3H;6.875000000000001;;;;Escola Pública;5;;;7.5;;;6.2;Não;;;6.569166666666667;;C;;
ALUNO-648;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-648;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-649;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-649;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-649;2022;Ametista;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;N;;;;;Destaque: A sua boa entrega das lições de casa.;;6.33;27.0;Promovido de Fase;1.0;Sim;;Não;8.67;8.75;5.0;;8.12;;;;;6.44;7.33;5.67;6.88;2022.0;3.0;10.0;Sim;Mantido na Fase + Bolsa;Fase 4 (9º ano);7.9;170.0;;3.0;Promovido de Fase + Bolsa
ALUNO-650;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-650;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-650;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;T;;;;;Destaque: A sua boa entrega das lições de casa.;;5.67;148.0;;3.0;Não;;Não;7.08;8.0;5.0;;5.62;;;;;6.08;6.5;nan;7.5;2022.0;2.0;8.38;Não;Mantido na Fase atual;Fase 2 (5º e 6º ano);6.92;521.0;;0.0;Mantido na Fase atual
ALUNO-651;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-651;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-651;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;H;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;1.83;186.0;;9.0;Não;;Não;5.92;9.0;5.0;;5.0;;;;;2.92;4.0;nan;7.5;2022.0;2.0;4.08;Não;Promovido de Fase;Fase 3 (7º e 8º ano);5.23;809.0;;1.0;Promovido de Fase
ALUNO-652;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-652;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-652;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;I;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;7.2;131.0;Mantido na Fase atual;12.0;Não;;Não;6.5;7.42;5.0;;5.62;;;;;4.93;2.67;nan;5.0;2022.0;3.0;7.46;Não;Promovido de Fase;Fase 3 (7º e 8º ano);6.08;712.0;;2.0;Mantido na Fase atual
ALUNO-653;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-653;2021;Ametista;;;M;;Não avaliado;Mantido na Fase atual;Ingressante;;Não avaliado;;;;;;;;7.0;9.0;10.0;;7.5;0.0;Mantido na Fase atual;;Escola Pública;4.9;;;7.5;;;5.8;Não;;ALFA  (2o e 3o ano);6.942;;;0.0;
ALUNO-653;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-654;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-654;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-654;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Q;;;;;Destaque: A sua boa entrega das lições de casa.;;6.5;81.0;Mantido na Fase atual;6.0;Não;;Não;7.28;7.0;5.0;;6.46;;;;;6.25;6.0;nan;7.5;2022.0;3.0;7.87;Não;Promovido de Fase;Fase 3 (7º e 8º ano);6.88;529.0;;2.0;Mantido na Fase atual
ALUNO-655;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;0;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;8;;7.722219999999999;8.500020000000001;10;1R;6.458333333333334;;;;Escola Pública;9;;;7.5;;;9.4;Não;;;8.470279333333334;;B;;
ALUNO-655;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-655;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-656;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-656;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-656;2022;Topázio;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;S;;;;;Destaque: A sua boa entrega das lições de casa.;;9.67;6.0;;1.0;Sim;;Não;9.42;10.0;5.0;;5.94;;;;;9.58;9.5;nan;7.5;2022.0;2.0;9.35;Sim;Promovido de Fase;Fase 1 (4º ano);8.51;32.0;;0.0;Promovido de Fase + Bolsa
ALUNO-657;2020;Topázio;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;11;;8.055560000000002;9.000020000000001;10;2P;8.958333333333332;;;;Escola Pública;8.5;;;7.5;;;9.6;Não;;;8.776947333333334;;A;;
ALUNO-657;2021;Ametista;;;P;;Não avaliado;Promovido de Fase;Veterano;;Promovido de Fase + Bolsa;;;;;;;;10.0;9.5;5.0;;9.0;-1.0;Promovido de Fase + Bolsa;;Escola Pública;8.5;;;7.5;;;6.3;Sim;;Nível 3 (7o e 8o ano);8.046;;;2.0;
ALUNO-657;2022;Topázio;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;A;;;;;Destaque: A sua boa entrega das lições de casa.;;7.33;6.0;Promovido de Fase;2.0;Não;;Sim;8.46;9.17;10.0;;8.75;;;Promovido de Fase;;6.78;6.83;6.17;8.75;2019.0;4.0;9.54;Sim;Promovido de Fase;Fase 3 (7º e 8º ano);8.62;25.0;;3.0;Promovido de Fase + Bolsa
ALUNO-658;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-658;2021;Ágata;;;N;;Não avaliado;Mantido na Fase + Bolsa;Ingressante;;Não avaliado;;;;;;;;6.2;9.5;5.0;;7.8;-1.0;Mantido na Fase atual;;Escola Pública;2.8;;;7.5;;;4.2;Não;;Nível 1 (4o ano);5.615;;;0.0;
ALUNO-658;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;T;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;1.67;181.0;;6.0;Não;;Não;7.17;10.0;5.0;;5.31;;;;;2.83;4.0;nan;7.5;2021.0;2.0;6.04;Não;Mantido na Fase atual;Fase 2 (5º e 6º ano);5.99;729.0;;0.0;Mantido na Fase atual
ALUNO-659;2020;Quartzo;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;1;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;11;;7.0833325;7.91667;10;3B;7.34375;;;;Escola Pública;0;;;7.5;;;5.7;Não;;;5.8327085;;D;;
ALUNO-659;2021;Quartzo;;;B;;Não avaliado;Mantido na Fase atual;Veterano;;Não avaliado;;;;;;;;5.1;8.3;10.0;;7.8;0.0;Promovido de Fase;;Escola Pública;1.3;;;7.5;;;3.6;Não;;Nível 3 (7o e 8o ano);5.348;;;3.0;
ALUNO-659;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-660;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-660;2021;Quartzo;;;B;;Não avaliado;Mantido na Fase atual;Ingressante;;Promovido de Fase + Bolsa;;;;;;;;6.0;8.3;5.0;;7.9;-2.0;Promovido de Fase + Bolsa;;Escola Pública;5.3;;;0.0;;;4.7;Não;;Nível 7 (3o EM);5.336;;;5.0;
ALUNO-660;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-661;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;3;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;17;;8.125;9.16668;10;7B;7.5;;;;Rede Decisão/União;7;;;7.5;;;9.1;Não;;;8.261668;;B;;
ALUNO-661;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-661;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-662;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-662;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-662;2022;Topázio;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;R;;;;;Destaque: A sua boa entrega das lições de casa.;;9.0;25.0;Mantido na Fase atual;3.0;Não;;Não;7.5;9.5;5.0;;6.25;;;;;9.25;9.5;nan;7.5;2022.0;3.0;9.63;Não;Mantido na Fase atual;Fase 2 (5º e 6º ano);8.1;115.0;;1.0;Mantido na Fase atual
ALUNO-663;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;2;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;10;;6.916665;9.000020000000001;5;1D;4.6875;;;;Escola Pública;9;;;6.25;;;8.5;Não;;;7.377085000000001;;B;;
ALUNO-663;2021;Quartzo;;;D;;Não avaliado;Mantido na Fase atual;Veterano;;Mantido na Fase atual;;;;;;;;5.2;7.8;10.0;;6.7;0.0;Mantido na Fase atual;;Escola Pública;3.3;;;7.5;;;2.9;Não;;Nível 2 (5o e 6o ano);5.479;;;2.0;
ALUNO-663;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;D;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;3.5;151.0;Promovido de Fase;11.0;Não;;Não;6.06;5.83;5.0;;4.38;;;;;4.5;5.5;nan;7.5;2018.0;3.0;4.98;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);5.38;796.0;;2.0;Promovido de Fase
ALUNO-664;2020;Topázio;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;15;;9.8889;9.583350000000001;5;4A;9.166666666666666;;;;Rede Decisão/União;9.333333333333334;;;10;;;10;Sim;;;9.219448333333334;;A;;
ALUNO-664;2021;Topázio;;;A;;Promovido de Fase;Promovido de Fase + Bolsa;Veterano;;Promovido de Fase + Bolsa;;;;;;;;9.9;10.0;5.0;;8.8;-1.0;Promovido de Fase + Bolsa;;Rede Decisão;9.3;;;7.5;;;8.6;Sim;;Nível 6 (2o EM);8.681;;;5.0;
ALUNO-664;2022;Topázio;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;A;;;;;Destaque: A sua boa entrega das lições de casa.;;5.7;2.0;Promovido de Fase + Bolsa;2.0;Não;;Sim;10.0;10.0;5.0;;9.06;;;Promovido de Fase + Bolsa;;8.01;9.0;9.33;9.38;2019.0;4.0;9.49;Sim;Promovido de Fase + Bolsa;Fase 7 (3º EM);8.84;9.0;;6.0;Promovido de Fase
ALUNO-665;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-665;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-665;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;D;;;;;Destaque: A sua boa entrega das lições de casa.;;6.83;83.0;;8.0;Não;;Não;7.42;9.5;5.0;;5.62;;;;;7.0;7.17;nan;7.5;2022.0;2.0;9.47;Não;Mantido na Fase atual;Fase 1 (4º ano);7.54;294.0;;0.0;Mantido na Fase atual
ALUNO-666;2020;Quartzo;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;2;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;17;;4.66667;5.8333200000000005;10;7A;4.84375;;;;Escola Pública;0;;;7.5;;;0.4;Não;;;3.831041;;D;;
ALUNO-666;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-666;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-667;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-667;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-667;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;D;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;7.0;99.0;Promovido de Fase;6.0;Não;;Não;6.12;6.25;5.0;;7.5;;;Mantido na Fase atual;;4.0;5.0;0.0;7.5;2022.0;4.0;7.25;Não;Mantido na Fase atual;Fase 4 (9º ano);6.1;709.0;;3.0;Promovido de Fase
ALUNO-668;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;0;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;10;;7.833333333333333;9.000020000000001;5;1K;7.916666666666668;;;;Escola Pública;9;;;7.5;;;7.1;Não;;;7.728335333333334;;B;;
ALUNO-668;2021;Ágata;;;J;;Não avaliado;Promovido de Fase;Veterano;;Mantido na Fase atual;;;;;;;;6.8;8.0;10.0;;7.5;0.0;Mantido na Fase atual;;Escola Pública;4.5;;;7.5;;;5.8;Não;;Nível 2 (5o e 6o ano);6.722;;;2.0;
ALUNO-668;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;K;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;6.5;100.0;Mantido na Fase atual;7.0;Não;;Não;6.94;9.0;5.0;;6.04;;;;;5.25;4.0;nan;7.5;2020.0;3.0;7.32;Não;Promovido de Fase;Fase 3 (7º e 8º ano);6.66;602.0;;2.0;Mantido na Fase atual
ALUNO-669;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-669;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-669;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;G;;;;;Destaque: A sua boa entrega das lições de casa.;;1.83;172.0;;10.0;Não;;Não;6.25;9.0;5.0;;5.0;;;;;1.92;2.0;nan;6.88;2022.0;2.0;9.03;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);6.03;724.0;;1.0;Mantido na Fase atual
ALUNO-670;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;0;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;16;;9.33334;8.75001;5;5A;9.166666666666666;;;;Escola Pública;8;;;9.375;;;7.5;Sim;;;8.195835666666667;;B;;
ALUNO-670;2021;Ametista;;;A;;Promovido de Fase;Promovido de Fase + Bolsa;Veterano;;Promovido de Fase + Bolsa;;;;;;;;9.2;7.9;5.0;;9.2;-1.0;Promovido de Fase + Bolsa;;Rede Decisão;7.9;;;7.5;;;7.5;Sim;;Nível 7 (3o EM);7.872;;;6.0;
ALUNO-670;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-671;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;2;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;10;;7.555549999999998;8.500020000000001;5;1E;7.5;;;;Escola Pública;10;;;7.5;;;6;Não;;;7.561112;;B;;
ALUNO-671;2021;Ametista;;;E;;Não avaliado;Promovido de Fase;Veterano;;Promovido de Fase;;;;;;;;8.5;9.0;5.0;;8.3;-1.0;Promovido de Fase;;Escola Pública;7.4;;;6.3;;;9.6;Não;;Nível 2 (5o e 6o ano);7.963;;;1.0;
ALUNO-671;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-672;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;2;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;9;;7.916665;9.000020000000001;10;1M;7.8125;;;;Escola Pública;4.5;;;6.25;;;9.6;Não;;;7.709585000000001;;B;;
ALUNO-672;2021;Quartzo;;;N;;Não avaliado;Mantido na Fase atual;Veterano;;Mantido na Fase atual;;;;;;;;6.6;9.5;5.0;;7.7;-1.0;Mantido na Fase atual;;Escola Pública;2.3;;;7.5;;;3.3;Não;;Nível 2 (5o e 6o ano);5.411;;;1.0;
ALUNO-672;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-673;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-673;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-673;2022;Ametista;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;N;;;;;Destaque: A sua boa entrega das lições de casa.;;6.17;30.0;Promovido de Fase;3.0;Sim;;Não;8.28;9.17;10.0;;7.97;;;;;5.17;5.67;3.67;5.62;2022.0;3.0;9.14;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);7.79;202.0;;3.0;Promovido de Fase + Bolsa
ALUNO-674;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-674;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-674;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;E;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;6.5;82.0;Mantido na Fase atual;4.0;Não;;Não;6.21;7.5;5.0;;7.34;;;Mantido na Fase atual;;6.75;7.0;nan;7.5;2022.0;4.0;6.12;Não;Mantido na Fase atual;Fase 4 (9º ano);6.55;638.0;;3.0;Promovido de Fase
ALUNO-675;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-675;2021;Quartzo;;;B;;Não avaliado;Mantido na Fase atual;Ingressante;;Promovido de Fase + Bolsa;;;;;;;;3.6;8.3;10.0;;7.5;0.0;Mantido na Fase atual;;Escola Pública;0.0;;;7.5;;;2.8;Não;;Nível 5 (1o EM);4.600;;;5.0;
ALUNO-675;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-676;2020;Quartzo;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;2;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;16;;7.000003333333334;4.58334;5;5A;8.125;;;;Escola Pública;0;;;3.75;;;1.9;Não;;;3.925834666666667;;D;;
ALUNO-676;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-676;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-677;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;10;;8.58334;9.500020000000001;5;1A;3.4375;;;;Escola Pública;9;;;6.25;;;9.1;Não;;;7.75542;;B;;
ALUNO-677;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-677;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-678;2020;Quartzo;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;1;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;10;;6.6111;0;10;2F;7.5;;;;Escola Pública;0;;;7.5;;;4.5;Não;;;4.72222;;D;;
ALUNO-678;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-678;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-679;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-679;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-679;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;L;;;;;Destaque: A sua boa entrega das lições de casa.;;6.0;118.0;;10.0;Não;;Não;7.08;10.0;2.5;;5.94;;;;;6.67;7.33;nan;7.5;2022.0;2.0;9.68;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);7.28;402.0;;0.0;Mantido na Fase atual
ALUNO-680;2020;Ágata;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;17;;6.375;7.5;10;7B;6.71875;;;;Escola Pública;6.5;;;5.625;;;7.6;Não;;;7.079375000000001;;C;;
ALUNO-680;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-680;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-681;2020;Quartzo;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;2;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;13;;7.75;8.000020000000001;5;2H;4.6875;;;;Escola Pública;1.25;;;5;;;7.9;Não;;;5.648752;;D;;
